#,question,a,b,c,d,correct_answer,category
19,Ποιου μεγάλου Έλληνα ποιητή η κηδεία το 1943 έγινε αφορμή για να εκδηλώσουν οι πολίτες τα αισθήματά τους κατά των Ιταλών και Γερμανών κατακτητών;,Του Γεωργίου Σεφέρη,Του Κωστή Παλαμά,Του Οδυσσέα Ελύτη,Του Άγγελου Σικελιανού,1,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
20,Σε ποια περιοχή της Ελλάδας έγιναν οι τελευταίες μάχες του Εμφυλίου Πολέμου;,Στο όρος Γράμμος,Στην κοιλάδα του Αξιού,Στο όρος Φαλακρό,Στη Λίμνη Δοϊράνη,0,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
21,Για ποιο θέμα έγιναν επανειλημμένα μαζικές διαδηλώσεις στην Ελλάδα κατά τη δεκαετία του 1950;,Την κατάργηση της βασιλείας,Την καθιέρωση της δημοτικής γλώσσας ως επίσημης γλώσσας του ελληνικού κράτους,Την παραβίαση των δικαιωμάτων της ελληνικής μειονότητας στην Κωνσταντινούπολη,Το αίτημα για Ένωση της Κύπρου με την Ελλάδα,3,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
22,Ποια πολιτική εξέλιξη προκάλεσε έκπληξη εντός και εκτός Ελλάδος στις εκλογές του 1958;,Η μη ανάδειξη κόμματος με αυτοδύναμη κυβέρνηση,Η επανεκλογή του Κωνσταντίνου Καραμανλή ως πρωθυπουργού,Η ανάδειξη της Ε.Δ.Α. ως κόμματος της αξιωματικής αντιπολίτευσης,Η άνοδος της άκρας δεξιάς,2,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
23,Ποιο από τα παρακάτω αληθεύει σε σχέση με το ΝΑΤΟ;,Η Ελλάδα ήταν ιδρυτικό του μέλος,"Η Ελλάδα προσχώρησε στη συμμαχία αυτή μαζί με την Τουρκία, μερικά χρόνια μετά την ίδρυσή του",Το ΝΑΤΟ ανάγκασε τη δικτατορία των συνταγματαρχών να προχωρήσει στην αποχώρηση της χώρας από τη συμμαχία,Η Ελλάδα εισήλθε στο ΝΑΤΟ ταυτόχρονα με την σύνδεσή της με τις Ευρωπαϊκές Κοινότητες,1,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
24,"Ποια χρονιά έλαβαν, για πρώτη φορά, μέρος σε βουλευτικές εκλογές οι Ελληνίδες;",Το 1946,Το 1953,Το 1961,Το 1966,1,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
25,Ποιος από τους παρακάτω πολιτικούς που διετέλεσαν πρωθυπουργοί ΔΕΝ εξαναγκάσθηκε σε παραίτηση από τον αντίστοιχο βασιλιά της εποχής του;,Ο Ελευθέριος Βενιζέλος,Ο Κωνσταντίνος Καραμανλής,Ο Γεώργιος Παπανδρέου,Ο Αλέξανδρος Παπάγος,3,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
26,Ποιος ήταν πρωθυπουργός της χώρας όταν έγινε το πραξικόπημα της 21ης Απριλίου 1967;,"Ο Κωνσταντίνος Καραμανλής, αρχηγός της ΕΡΕ","Ο Γεώργιος Παπανδρέου, αρχηγός της Ένωσης Κέντρου","Ο Παναγιώτης Κανελλόπουλος, αρχηγός της ΕΡΕ","Ο Σοφοκλής Βενιζέλος, αρχηγός του Κόμματος Φιλελευθέρων",2,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
27,«Βλέπω μπροστά μου τον γκρεμὸ όπου μας οδηγεί η καταπίεση που κάλυψε τον τόπο. Αυτή η ανωμαλία πρέπει να σταματήσει. Είναι εθνικὴ επιταγή.» Σε τι αναφερόταν με τη δήλωσή του αυτή ο Γεώργιος Σεφέρης;,Στη γερμανική κατοχή,Στη δικτατορία των συνταγματαρχών,Στον εμφύλιο πόλεμο,Στη δικτατορία του Ιωάννη Μεταξά,1,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
28,Τι ήταν το λεγόμενο «Κίνημα του Ναυτικού»;,Κίνημα στελεχών του Πολεμικού Ναυτικού με αίτημα της πτώση της δικτατορίας του Ιωάννη Μεταξά,Κίνημα  στελεχών του Πολεμικού Ναυτικού κατά της δικτατορίας των συνταγματαρχών,Απόπειρα πραξικοπήματος κατά δημοκρατικά εκλεγμένης κυβέρνησης από στελέχη του Πολεμικού Ναυτικού,Κίνημα με το οποίο στελέχη του Πολεμικού Ναυτικού αποπειράθηκαν να ανατρέψουν τη βασιλεία,1,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
29,Πότε νομιμοποιήθηκε το Κομμουνιστικό Κόμμα Ελλάδος μετά την απαγόρευσή κατά την έναρξη του Εμφυλίου Πολέμου;,"Το 1958 επί πρωθυπουργίας Κωνσταντίνου Καραμανλή, αρχηγού της Ε.Ρ.Ε.","Το 1963 επί πρωθυπουργίας Γεωργίου Παπανδρέου, αρχηγού της Ένωσης Κέντρου","Το 1974 επί πρωθυπουργίας Κωνσταντίνου Καραμανλή, που ήταν τότε επικεφαλής κυβέρνησης Εθνικής Ενότητας",Το 1981 επί πρωθυπουργίας Ανδρέα Παπανδρέου,2,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
30,Η οριστική επίλυση του πολιτειακού με την καθιέρωση της αβασίλευτης δημοκρατίας πραγματοποιήθηκε:,Με την εξέγερση του Πολυτεχνείου στις 17 Νοεμβρίου 1973,Με την ορκωμοσία της Κυβέρνησης Εθνικής Ενότητας στις 24 Ιουλίου 1974,Με το δημοψήφισμα της 8ης  Δεκεμβρίου 1974,Με τις εκλογές του Νοεμβρίου του 1974 όπου επικράτησαν τα κόμματα που τάσσονταν κατά της βασιλείας,2,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
31,Σε ποια ποινή καταδικάσθηκαν για το αδίκημα της εσχάτης προδοσίας το 1975 οι τρεις πρωταίτιοι του πραξικοπήματος το 1967;,Σε ισόβια κάθειρξη που αμέσως μετατράπηκε σε κάθειρξη 25 ετών,"Σε θάνατο, ποινή που αμέσως μετατράπηκε σε ισόβια κάθειρξη",Σε ισόβια κάθειρξη,Σε κάθειρξη 25 ετών,1,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
32,Ποιου διάσημου αρχαιολόγου οι ανασκαφές στη δεκαετία του 1970 αποκάλυψαν τους βασιλικούς τάφους της Βεργίνας;,Του Μανώλη Ανδρόνικου,Του Ερρίκου Σλήμαν,Του Σπυρίδωνα Μαρινάτου,Του Άρθουρ Έβανς,0,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
33,Η αναγνώριση της ενιαίας Εθνικής Αντίστασης (1941-1944) ψηφίστηκε από τη Βουλή στις:,17 Νοεμβρίου 1975,18 Οκτωβρίου 1980,23 Αυγούστου 1982,18 Ιουνίου 1985,2,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
