#,question,a,b,c,d,correct_answer,category
17,Η προθεσμία για τη μεταφορά Οδηγίας της Ευρωπαϊκής Ένωσης στο εθνικό δίκαιο:,Είναι δύο (2) έτη από την ημερομηνία έκδοσης της Οδηγίας,Είναι αυτή που συμφωνείται μεταξύ της Ευρωπαϊκής Επιτροπής και του κάθε κράτους- μέλους,Είναι αυτή που ορίζει η ίδια η Οδηγία,"Είναι ένα (1) έτος από την ημερομηνία έκδοσης της οδηγίας, αλλά μπορεί να παραταθεί για ένα (1) ακόμη έτος με μονομερή απόφαση του κράτους-μέλους",2,Ευρωπαϊκοί Θεσμοί και Δίκαιο
18,Οι ιδιώτες μπορούν να επικαλεστούν τις διατάξεις μίας ενωσιακής Οδηγίας:,Υπό προϋποθέσεις και μετά τη λήξη της προθεσμίας μεταφοράς της στο εθνικό δίκαιο,Όσο διαρκεί η προθεσμία μεταφοράς της στο εθνικό δίκαιο,Αφού μεταφερθεί στο εθνικό δίκαιο,Ποτέ διότι πρόκειται για Οδηγία και όχι για Κανονισμό,0,Ευρωπαϊκοί Θεσμοί και Δίκαιο
19,Η αρχή της υπεροχής του ενωσιακού δικαίου έναντι του εθνικού θεμελιώνεται:,Στο άρθρο 4 της Συνθήκης για της Ευρωπαϊκή Ένωση (ΣΕΕ),Στα Συντάγματα των κρατών μελών,"Στο γράμμα και στο πνεύμα των Συνθηκών, όπως ερμηνεύθηκαν από το Δικαστήριο της Ευρωπαϊκής Ένωσης",Στη Δήλωση υπ’ αρ. 17 που προσαρτήθηκε στη Συνθήκη της Λισαβόνας,2,Ευρωπαϊκοί Θεσμοί και Δίκαιο
20,"Προκειμένου η Ευρωπαϊκή Ένωση να επιβάλει διεθνείς κυρώσεις (περιοριστικά μέτρα) κατά των παραβατών του διεθνούς δικαίου, απαιτείται:",Να εκδοθεί Κανονισμός της Ευρωπαϊκής Ένωσης,Να εκδοθεί Οδηγία της Ευρωπαϊκής Ένωσης,Να τροποποιηθεί η Συνθήκη για τη Λειτουργία της Ευρωπαϊκής Ένωσης (ΣΛΕΕ),Να τροποποιηθεί η Συνθήκη για την Ευρωπαϊκή Ένωση (ΣΕΕ),0,Ευρωπαϊκοί Θεσμοί και Δίκαιο
21,Το Ευρωπαϊκό Συμβούλιο είναι όργανο:,Νομοθετικό,Εκτελεστικό,Διακυβερνητικό,Άτυπο,2,Ευρωπαϊκοί Θεσμοί και Δίκαιο
22,Ποια από τις ακόλουθες νομικές πράξεις είναι άμεσα εφαρμοστέα;,Κανονισμός,Οδηγία,Σύσταση,Καμία από τις λοιπές αναφερόμενες,0,Ευρωπαϊκοί Θεσμοί και Δίκαιο
23,"Στη συνήθη νομοθετική διαδικασία, τη νομοθετική πρωτοβουλία έχει:",Η Ευρωπαϊκή Επιτροπή,Το Ευρωπαϊκό Συμβούλιο,Το Συμβούλιο,Το Ευρωπαϊκό Κοινοβούλιο,0,Ευρωπαϊκοί Θεσμοί και Δίκαιο
24,Ο/Η Πρόεδρος της Ευρωπαϊκής Επιτροπής:,Διορίζεται από το Συμβούλιο κατόπιν πρότασης του Ευρωπαϊκού Συμβουλίου,Εκλέγεται από το Ευρωπαϊκό Κοινοβούλιο κατόπιν πρότασης του Ευρωπαϊκού Συμβουλίου,Διορίζεται από το Ευρωπαϊκό Συμβούλιο κατόπιν διαβούλευσης με το Ευρωπαϊκό Κοινοβούλιο,Εκλέγεται από τα μέλη της Ευρωπαϊκής Επιτροπής,1,Ευρωπαϊκοί Θεσμοί και Δίκαιο
25,Οι Επίτροποι οφείλουν να εκπροσωπούν:,Το κράτος μέλος από το οποίο προέρχονται,Το ευρωπαϊκό κόμμα από το οποίο προέρχονται,Τα συμφέροντα της Ευρωπαϊκής Ένωσης,Αποκλειστικά τα κοινωνικά και οικονομικά συμφέροντα του τομέα ευθύνης τους,2,Ευρωπαϊκοί Θεσμοί και Δίκαιο
26,Η Επιτροπή Μονίμων Αντιπροσώπων (Coreper) συνεπικουρεί:,Την Ευρωπαϊκή Επιτροπή,Το Ευρωπαϊκό Συμβούλιο,Το Συμβούλιο,Το Ευρωπαϊκό Κοινοβούλιο,2,Ευρωπαϊκοί Θεσμοί και Δίκαιο
27,Ποιο από τα παρακάτω ΔΕΝ είναι θεσμικό όργανο της Ευρωπαϊκής Ένωσης;:,Το Συμβούλιο Υπουργών,Το Ευρωπαϊκό Συμβούλιο,Η Επιτροπή Υπουργών,Η Ευρωπαϊκή Επιτροπή,2,Ευρωπαϊκοί Θεσμοί και Δίκαιο
28,Η γενικότερη πολιτική της Ευρωπαϊκής Ένωσης σε όλους τους τομείς αρμοδιότητάς της χαράσσεται:,Από το Συμβούλιο της Ευρωπαϊκή Ένωσης,Από το Ευρωπαϊκό Συμβούλιο,Από την Ευρωπαϊκή Επιτροπή,Από την Ευρωπαϊκή Επιτροπή από κοινού με το Συμβούλιο και το Ευρωπαϊκό Κοινοβούλιο,1,Ευρωπαϊκοί Θεσμοί και Δίκαιο
29,Στη «συνήθη νομοθετική διαδικασία» το Συμβούλιο υπερψηφίζει μία νομοθετική πρόταση:,Με ομοφωνία,Με απόλυτη πλειοψηφία,Αν την ψηφίσει το 55% των μελών του που αντιπροσωπεύουν το 65% του πληθυσμού της Ένωσης,Αν την ψηφίσει το 65% των μελών του που αντιπροσωπεύουν το 55% του πληθυσμού της Ένωσης,2,Ευρωπαϊκοί Θεσμοί και Δίκαιο
30,Το Ευρωπαϊκό Συμβούλιο:,Δεν ασκεί νομοθετικό έργο,Έχει πενταετή θητεία,Έχει Πρόεδρο που εκλέγεται για πέντε έτη με δικαίωμα ανανέωσης,Έχει δικαίωμα αρνησικυρίας (βέτο) σε σχέση με τις αποφάσεις της Ευρωπαϊκής Επιτροπής,0,Ευρωπαϊκοί Θεσμοί και Δίκαιο
31,Ο/Η Πρόεδρος του Ευρωπαϊκού Συμβουλίου εκλέγεται:,Από τα μέλη του Ευρωπαϊκού Συμβουλίου με απόλυτη πλειοψηφία μετά από πρόταση του Ευρωπαϊκού Κοινοβουλίου,Από τα μέλη του Ευρωπαϊκού Συμβουλίου με ειδική πλειοψηφία,"Από το Ευρωπαϊκό Συμβούλιο, το οποίο ανακηρύσσει τον υποψήφιο του ευρωπαϊκού κόμματος που κέρδισε τις εκλογές για το Ευρωπαϊκό Κοινοβούλιο",Από τα μέλη του Ευρωπαϊκού Συμβουλίου με απόλυτη πλειοψηφία μετά από πρόταση του Κολλεγίου των Επιτρόπων,1,Ευρωπαϊκοί Θεσμοί και Δίκαιο
